tag,shloka_ref,title,translation
mind control,18.31,"Chapter 18, Verse 31","O son of Pritha, that understanding which cannot distinguish between right and wrong, between action that should be done and action that should not be done, is in the mode of passion (Rajasic)."
mind control,18.32,"Chapter 18, Verse 32","That understanding which considers irreligion to be religion and religion to be irreligion, under the spell of illusion and darkness, and strives always in the wrong direction, O Partha, is in the mod"
mind control,18.33,"Chapter 18, Verse 33","O son of Pritha, that determination which is unswerving, which is sustained with steadfastness by yoga practice, and which thus controls the activities of the mind, life and senses, is in the mode of "
mind control,18.34,"Chapter 18, Verse 34","But that determination by which one holds fast to duty, pleasure, and wealth, desiring the fruits of actions out of intense attachment, O Partha, is in the mode of passion (Rajasic)."
mind control,18.35,"Chapter 18, Verse 35","O son of Pritha, that determination which cannot go beyond dreaming, fearfulness, lamentation, moroseness, and illusion—that unintelligent determination is in the mode of ignorance (Tamasic)."
mind control,18.37,"Chapter 18, Verse 37","That happiness which is like poison in the beginning but like nectar in the end, and which arises from the purification of one’s own intelligence, is said to be in the mode of goodness (Sattvic)."
mind control,18.4,"Chapter 18, Verse 4","O best of the Bharatas, now hear My conclusive judgment concerning renunciation. O tiger among men, renunciation is declared in the scriptures to be of three kinds."
mind control,18.40,"Chapter 18, Verse 40","There is no being on earth, or even among the demigods in the higher planetary systems, who is freed from these three modes born of material nature."
mind control,18.42,"Chapter 18, Verse 42","Peacefulness, self-control, austerity, purity, tolerance, honesty, knowledge, wisdom and religiousness—these are the natural qualities by which the Brahmins work."
mind control,18.45,"Chapter 18, Verse 45","By following his qualities of work, every man can become perfect. Now please hear from Me how this can be done."
mind control,18.5,"Chapter 18, Verse 5","Acts of sacrifice, charity and penance are not to be given up; they must be performed. Indeed, sacrifice, charity and penance purify even the great souls."
mind control,18.51,"Chapter 18, Verse 51","Being purified by intelligence and controlling the mind with determination, giving up the objects of sense gratification, and casting aside attachment and hatred..."
mind control,18.52,"Chapter 18, Verse 52","Resorting to secluded places, eating light, controlling speech, body and mind, ever engaged in meditation and taking refuge in dispassion..."
mind control,18.53,"Chapter 18, Verse 53","One who has abandoned false ego, false strength, arrogance, desire, anger, and possessiveness—who is free from the notion of 'mine' and is peaceful—is fit for realizing the Supreme (Brahman)."
mind control,18.54,"Chapter 18, Verse 54",One who is thus transcendentally situated at once realizes the Supreme Brahman and becomes fully joyful. He never laments or desires to have anything. He is equally disposed toward every living entity
mind control,18.55,"Chapter 18, Verse 55","Only through devotion can one come to know Me in truth—who and what I am. Having known Me in truth, one then enters into My being."
mind control,18.57,"Chapter 18, Verse 57","Mentally dedicating all your actions to Me, regarding Me as the Supreme Goal and taking shelter of the yoga of the intellect, always keep your mind fixed on Me."
mind control,18.58,"Chapter 18, Verse 58","If you become conscious of Me, you will pass over all the obstacles of life by My grace. If, however, you do not act in such consciousness but act through false ego, not hearing Me, you will be lost."
mind control,18.6,"Chapter 18, Verse 6","All these activities should be performed without attachment or any expectation of result. They should be performed as a matter of duty, O son of Pritha. That is My final and supreme opinion."
mind control,18.61,"Chapter 18, Verse 61","The Supreme Lord dwells in the hearts of all living beings, O Arjuna, and by His outward energy, He directs the wanderings of all entities, who are seated as if on a machine."
mind control,18.62,"Chapter 18, Verse 62","Surrender unto Him utterly, O descendant of Bharata. By His grace you will attain supreme peace and the eternal abode."
mind control,18.63,"Chapter 18, Verse 63","Thus I have explained to you knowledge still more confidential. Deliberate on this fully, and then do what you wish to do."
mind control,18.64,"Chapter 18, Verse 64","Because you are My very dear friend, I am speaking to you My supreme instruction, the most confidential knowledge of all. Hear this from Me, for it is for your benefit."
mind control,18.65,"Chapter 18, Verse 65","Always think of Me, become My devotee, worship Me and offer your homage unto Me. Thus you will come to Me without fail. I promise you this because you are My very dear friend."
mind control,18.66,"Chapter 18, Verse 66",Abandon all varieties of religion and just surrender unto Me. I shall deliver you from all sinful reactions. Do not fear.
mind control,18.67,"Chapter 18, Verse 67","This secret knowledge should never be explained to those who are not austere, or devoted, or engaged in service, nor to one who is envious of Me."
mind control,18.68,"Chapter 18, Verse 68","For one who explains this supreme secret to the devotees, pure devotional service is guaranteed, and at the end he will come back to Me."
mind control,18.70,"Chapter 18, Verse 70",And I declare that he who studies this sacred conversation of ours worships Me by his intelligence.
mind control,18.71,"Chapter 18, Verse 71",And that person who listens with faith and without envy shall become free from sinful reactions and attain the auspicious abodes of the righteous.
mind control,18.72,"Chapter 18, Verse 72","O son of Pritha, O conqueror of wealth, have you heard this with a concentrated mind? Has your delusion born of ignorance been dispelled?"
mind control,18.73,"Chapter 18, Verse 73","Arjuna said: My delusion is destroyed, and I have regained my memory through Your grace, O Infallible One. I am now firm, my doubts are gone, and I shall act according to Your word."
mind control,18.75,"Chapter 18, Verse 75","By the mercy of Vyasa, I have heard these most confidential talks directly from the master of all mysticism, Krishna, who was speaking personally to Arjuna."
mind control,18.76,"Chapter 18, Verse 76","O King, as I repeatedly recall this wondrous and holy dialogue between Krishna and Arjuna, I am thrilled with joy at every moment."
mind control,18.78,"Chapter 18, Verse 78","Wherever there is Krishna, the master of all mysticism, and wherever there is Arjuna, the supreme archer, there will also certainly be opulence, victory, extraordinary power, and morality. That is my "
mind control,18.8,"Chapter 18, Verse 8",Anyone who gives up prescribed duties as troublesome or out of fear of bodily discomfort is said to have renounced in the mode of passion. Such action never leads to the true fruit of renunciation.
mind control,18.9,"Chapter 18, Verse 9","O Arjuna, when one performs their prescribed duty simply because it ought to be done, renouncing all attachment to the action and its fruit, that renunciation is considered to be in the mode of goodne"
mind control,5.27,"Chapter 5, Verse 27","Keeping external sensory objects outside, fixing the gaze between the eyebrows, and balancing the incoming and outgoing breaths within the nostrils, a person practices disciplined meditation."
mind control,5.28,"Chapter 5, Verse 28","A sage who has controlled the senses, mind, and intellect, who is dedicated to liberation, and who is free from desire, fear, and anger is always truly free."
mind control,6.13,"Chapter 6, Verse 13","Holding the body, head, and neck straight and steady, remaining still, and focusing the gaze toward the tip of the nose without looking in other directions, one should maintain concentration."
mind control,6.14,"Chapter 6, Verse 14","With a peaceful mind, free from fear, firmly established in disciplined living, controlling the mind and focusing on Me, the yogi should sit in meditation with full dedication."
mind control,6.16,"Chapter 6, Verse 16","Yoga is not possible for one who eats too much or eats too little, for one who sleeps excessively or stays awake too long, O Arjuna."
mind control,6.24,"Chapter 6, Verse 24","One should completely abandon all desires that arise from personal imagination and expectation, and control the entire group of senses from all directions by the mind."
mind control,6.26,"Chapter 6, Verse 26","Wherever the restless and unsteady mind wanders, one should bring it back and place it again under the control of the self."
mind control,6.35,"Chapter 6, Verse 35","The Blessed Lord said: O mighty-armed Arjuna, the mind is indeed restless and difficult to control, but it can be restrained through practice and detachment."
mind control,7.1,"Chapter 7, Verse 1","The Supreme Lord said: Now hear, O son of Pritha, how by practicing yoga with your mind fully attached to Me, and taking exclusive refuge in Me, you can know Me completely, free from all doubt."
mind control,7.10,"Chapter 7, Verse 10","O son of Pritha, know that I am the original seed of all existences, the intelligence of the intelligent, and the prowess of all powerful men."
mind control,7.11,"Chapter 7, Verse 11","I am the strength of the strong, devoid of passion and desire. I am sex life which is not contrary to religious principles, O Lord of the Bharatas (Arjuna)."
mind control,7.12,"Chapter 7, Verse 12","Know that all states of being—be they of goodness, passion or ignorance—are manifested by My energy. I am, in one sense, everything, but I am independent. I am not under the modes of material nature, "
mind control,7.13,"Chapter 7, Verse 13","Deluded by the three modes (goodness, passion and ignorance), the whole world does not know Me, who am above the modes and inexhaustible."
mind control,7.14,"Chapter 7, Verse 14","This divine energy of Mine, consisting of the three modes of material nature, is difficult to overcome. But those who have surrendered unto Me can easily cross beyond it."
mind control,7.15,"Chapter 7, Verse 15","Those miscreants who are grossly foolish, who are lowest among mankind, whose knowledge is stolen by illusion, and who partake of the atheistic nature of demons do not surrender unto Me."
mind control,7.17,"Chapter 7, Verse 17","Of these, the one who is in full knowledge and who is always engaged in pure devotional service is the best. For I am very dear to him, and he is dear to Me."
mind control,7.18,"Chapter 7, Verse 18","All these devotees are undoubtedly magnanimous, but he who is situated in knowledge of Me I consider to be just like My own self. Being engaged in My transcendental service, he is sure to attain Me, t"
mind control,7.20,"Chapter 7, Verse 20",Those whose intelligence has been stolen by material desires surrender unto demigods and follow the particular rules and regulations of worship according to their own natures.
mind control,7.25,"Chapter 7, Verse 25","I am never manifest to the foolish and unintelligent. For them I am covered by My internal potency, and therefore they do not know that I am unborn and infallible."
mind control,7.26,"Chapter 7, Verse 26","O Arjuna, as the Supreme Personality of Godhead, I know everything that has happened in the past, all that is happening in the present, and all things that are yet to come. I also know all living enti"
mind control,7.27,"Chapter 7, Verse 27","O scion of Bharata, O conqueror of the foe, all living entities are born into delusion, bewildered by dualities arisen from desire and hate."
mind control,7.28,"Chapter 7, Verse 28","Persons who have acted piously in previous lives and in this life and whose sinful actions are completely eradicated are freed from the dualities of delusion, and they engage themselves in My service "
mind control,7.30,"Chapter 7, Verse 30","Those in full consciousness of Me, who know Me, the Supreme Lord, to be the governing principle of the material manifestation, of the demigods, and of all methods of sacrifice, can understand and know"
mind control,7.4,"Chapter 7, Verse 4","Earth, water, fire, air, ether, mind, intelligence, and false ego—all together these eight constitute My separated material energies."
mind control,7.5,"Chapter 7, Verse 5","Besides this lower, material nature, O mighty-armed Arjuna, understand My superior nature, which consists of the living entities (conscious souls) by whom this entire material world is sustained and a"
mind control,7.8,"Chapter 7, Verse 8","O son of Kunti, I am the taste of water, the light of the sun and the moon, the syllable Om in the Vedic mantras; I am the sound in ether and ability in man."
mind control,8.1,"Chapter 8, Verse 1","Arjuna inquired: O my Lord, O Supreme Person, what is Brahman? What is the self (adhyatma)? What are fruitive activities (karma)? What is this material manifestation (adhibhuta)? And what are the demi"
mind control,8.10,"Chapter 8, Verse 10","One who, at the time of death, fixes his life air between the eyebrows and, by the strength of yoga, with an undeviating mind, engages himself in remembering the Supreme Lord in full devotion, will ce"
mind control,8.12,"Chapter 8, Verse 12","The yogic situation is that of detachment from all sensual engagements. Closing all the doors of the senses and fixing the mind on the heart and the life air at the top of the head, one establishes hi"
mind control,8.13,"Chapter 8, Verse 13","After being situated in this yoga practice and vibrating the sacred syllable om, the supreme combination of letters, if one thinks of the Supreme Personality of Godhead and quits his body, he will cer"
mind control,8.17,"Chapter 8, Verse 17","By human calculation, a thousand ages taken together form the duration of Brahma's one day. And such also is the duration of his night."
mind control,8.2,"Chapter 8, Verse 2","Who is the Lord of sacrifice, and how does He live in the body, O Madhusudana? And how can those engaged in devotional service know You at the time of death?"
mind control,8.21,"Chapter 8, Verse 21","That which the Vedantists describe as unmanifest and infallible, that which is known as the supreme destination, that place from which, having attained it, one never returns—that is My supreme abode."
mind control,8.22,"Chapter 8, Verse 22","The Supreme Personality of Godhead, who is greater than all, is attainable by unalloyed devotion. Although He is present in His abode, He is all-pervading, and everything is situated within Him."
mind control,8.25,"Chapter 8, Verse 25","The mystic who passes away from this world during the smoke, the night, the fortnight of the waning moon, or the six months when the sun passes to the south reaches the moon planet but again comes bac"
mind control,8.6,"Chapter 8, Verse 6","Whatever state of being one remembers when he quits his body, O son of Kunti, that state he will attain without fail."
mind control,8.7,"Chapter 8, Verse 7","Therefore, Arjuna, you should always think of Me in the form of Krishna and at the same time carry out your prescribed duty of fighting. With your activities dedicated to Me and your mind and intellig"
mind control,8.8,"Chapter 8, Verse 8","He who meditates on Me as the Supreme Personality of Godhead, his mind constantly engaged in remembering Me, undeviated from the path, he, O Partha, is sure to reach Me."
mind control,8.9,"Chapter 8, Verse 9","One should meditate upon the Supreme Person as the one who knows everything, as He who is the oldest, who is the controller, who is smaller than the smallest, who is the maintainer of everything, who "
mind control,9.1,"Chapter 9, Verse 1","The Supreme Lord said: To you, who are free from envy and fault-finding, I shall now declare this most profound and confidential knowledge, along with its practical realization. By knowing this, you w"
mind control,9.10,"Chapter 9, Verse 10","Under My supervision, material nature produces all moving and non-moving beings. For this reason, O son of Kunti, the universe constantly undergoes its cycles of change."
mind control,9.12,"Chapter 9, Verse 12","Those who are thus bewildered embrace a destructive and ignorant nature. In this deluded state, all their hopes, all their actions, and all their knowledge become entirely vain and meaningless."
mind control,9.13,"Chapter 9, Verse 13","O son of Pritha, the great souls, who take shelter of the divine nature, worship Me with an unswerving mind, knowing Me to be the original and inexhaustible source of all beings."
mind control,9.14,"Chapter 9, Verse 14","Always glorifying Me, striving with firm determination, and bowing down before Me, these great souls perpetually worship Me with devotion."
mind control,9.15,"Chapter 9, Verse 15","Others, engaging in the sacrifice of knowledge, worship Me. They worship the Supreme as one underlying reality, as diverse in many forms, and as the universal form that encompasses everything."
mind control,9.16,"Chapter 9, Verse 16","I am the ritual, I am the sacrifice, I am the offering to the ancestors, I am the healing herb, I am the mantra. I am the clarified butter, I am the fire, and I am the act of offering."
mind control,9.19,"Chapter 9, Verse 19","O Arjuna, I radiate heat, and I withhold as well as send forth the rain. I am immortality, and I am also death. Both being and non-being are in Me."
mind control,9.2,"Chapter 9, Verse 2","This knowledge is the king of education, the most profound secret, and the purest of all. It can be understood through direct experience, it is aligned with righteousness, it is everlasting, and it is"
mind control,9.20,"Chapter 9, Verse 20","Those who study the three Vedas and drink the Soma juice, seeking purification from sin, worship Me through sacrifices to attain the heavenly planets. Having reached the pious world of Indra, they enj"
mind control,9.25,"Chapter 9, Verse 25",Worshipers of the demigods go to the demigods; worshipers of the ancestors go to the ancestors; worshipers of ghosts and spirits go to such beings; and those who worship Me come to Me.
mind control,9.26,"Chapter 9, Verse 26","Whoever offers Me with devotion a leaf, a flower, a fruit, or water, I accept that offering when it is given with sincere devotion by a disciplined and pure-hearted person."
mind control,9.27,"Chapter 9, Verse 27","Whatever you do, whatever you eat, whatever you offer in sacrifice, whatever you give in charity, and whatever austerity you perform, O son of Kunti, do that as an offering unto Me."
mind control,9.28,"Chapter 9, Verse 28","In this way you will be freed from the bonds of actions that produce good and bad results. With your mind united in the yoga of renunciation, you will become liberated and come to Me."
mind control,9.29,"Chapter 9, Verse 29","I am equal to all living beings. No one is hateful to Me and no one is especially dear to Me. But those who worship Me with devotion live in Me, and I also live in them."
mind control,9.3,"Chapter 9, Verse 3","O conqueror of enemies, persons who lack faith in this path of righteousness do not attain Me. Thus, they return to the continuous cycle of birth and death in this material world."
mind control,9.30,"Chapter 9, Verse 30","Even if a person of very improper conduct worships Me with exclusive devotion, he should be considered righteous, because he has made the correct determination."
mind control,9.31,"Chapter 9, Verse 31","He quickly becomes righteous and attains lasting peace. O son of Kunti, declare it boldly that My devotee never perishes."
mind control,9.33,"Chapter 9, Verse 33","What then can be said of the righteous brahmanas and devoted royal sages. Therefore, having come into this temporary and joyless world, engage in devotion to Me."
mind control,9.34,"Chapter 9, Verse 34","Fix your mind on Me, become My devotee, worship Me, and offer your respect to Me. In this way, with your mind fully absorbed in Me and devoted to Me as the supreme goal, you will come to Me."
mind control,9.4,"Chapter 9, Verse 4","By Me, in My unmanifested form, this entire universe is pervaded. All living beings rest in Me, but I am not contained within them."
mind control,9.6,"Chapter 9, Verse 6","Understand that just as the mighty wind, blowing everywhere, always rests in the sky, all created beings rest in Me."
mind control,9.8,"Chapter 9, Verse 8","Entering into My own material nature, I repeatedly create this entire multitude of beings, who are completely helpless under the control of material nature."
mindfulness,13.1,"Chapter 13, Verse 1","Arjuna said: O Krishna, I wish to understand Prakriti (nature) and Purusha (the enjoyer), as well as the field and the knower of the field, along with knowledge and the object of knowledge."
mindfulness,13.15,"Chapter 13, Verse 15","The Supreme Truth shines through the functions of all the senses, yet is devoid of the senses; He is unattached, yet supports everything; He is free from the modes of nature, yet is the experiencer of"
mindfulness,13.16,"Chapter 13, Verse 16","The Supreme Truth exists outside and inside of all living beings, the moving and the nonmoving. Because He is subtle, He is beyond the power of the material senses to see or to know. Although far, far"
mindfulness,13.2,"Chapter 13, Verse 2","The Supreme Lord said: This body, O son of Kunti, is called the field (kshetra), and one who knows this body is called the knower of the field (kshetrajna) by those who understand these things."
mindfulness,13.7,"Chapter 13, Verse 7","Desire, hatred, happiness, distress, the aggregate, the life symptoms, and convictions—all these are considered, in summary, to be the field of activities and its interactions."
mindfulness,14.10,"Chapter 14, Verse 10","Sometimes the mode of goodness becomes prominent, defeating the modes of passion and ignorance, O son of Bharata. Sometimes the mode of passion defeats goodness and ignorance, and at other times ignor"
mindfulness,14.11,"Chapter 14, Verse 11","When the light of knowledge illuminates all the gates of the body, then one should know that the mode of goodness is predominant."
mindfulness,14.19,"Chapter 14, Verse 19","When one properly sees that in all activities no other performer is at work than these modes of nature, and knows the Supreme who is beyond all these modes, they attain My spiritual nature."
mindfulness,14.23,"Chapter 14, Verse 23","Seated like an unconcerned witness, one who is not disturbed by the material modes, who remains firm and does not waver, knowing that only the modes are active..."
mindfulness,14.5,"Chapter 14, Verse 5","Material nature consists of three modes: goodness (sattva), passion (rajas), and ignorance (tamas). These modes condition and bind the eternal, imperishable soul to the physical body, O mighty-armed o"
mindfulness,18.57,"Chapter 18, Verse 57","Mentally dedicating all your actions to Me, regarding Me as the Supreme Goal and taking shelter of the yoga of the intellect, always keep your mind fixed on Me."
mindfulness,7.8,"Chapter 7, Verse 8","O son of Kunti, I am the taste of water, the light of the sun and the moon, the syllable Om in the Vedic mantras; I am the sound in ether and ability in man."
mindfulness,9.10,"Chapter 9, Verse 10","Under My supervision, material nature produces all moving and non-moving beings. For this reason, O son of Kunti, the universe constantly undergoes its cycles of change."
mindfulness,9.16,"Chapter 9, Verse 16","I am the ritual, I am the sacrifice, I am the offering to the ancestors, I am the healing herb, I am the mantra. I am the clarified butter, I am the fire, and I am the act of offering."
mindfulness,9.4,"Chapter 9, Verse 4","By Me, in My unmanifested form, this entire universe is pervaded. All living beings rest in Me, but I am not contained within them."
mindfulness,9.6,"Chapter 9, Verse 6","Understand that just as the mighty wind, blowing everywhere, always rests in the sky, all created beings rest in Me."
morality,16.24,"Chapter 16, Verse 24","Therefore, the scriptures are your authority in determining what ought to be done and what ought not to be done. Having known the rules and regulations prescribed by the scriptures, you should perform"
morality,16.7,"Chapter 16, Verse 7",Those who are demoniac do not know what is to be done and what is not to be done. Neither cleanliness nor proper behavior nor truth is found in them.
morality,18.31,"Chapter 18, Verse 31","O son of Pritha, that understanding which cannot distinguish between right and wrong, between action that should be done and action that should not be done, is in the mode of passion (Rajasic)."
motivation,2.47,"Chapter 2, Verse 47","You have the right to perform your actions, but never to the results of those actions. Do not consider yourself the cause of the results of your work, and do not become attached to inaction."
motivation,3.30,"Chapter 3, Verse 30","Surrendering all your actions unto Me, with your mind focused on the highest self, free from desire and selfishness, fight without any mental fever."
motivation,3.35,"Chapter 3, Verse 35","It is better to perform one’s own duty imperfectly than to perform another’s duty perfectly. Even death in the course of one’s own duty is better, for following another’s path is dangerous."
patience,2.15,"Chapter 2, Verse 15","O best among men, the person who is not disturbed by happiness and distress and is steady in both is certainly eligible for liberation."
patience,2.47,"Chapter 2, Verse 47","You have the right to perform your actions, but never to the results of those actions. Do not consider yourself the cause of the results of your work, and do not become attached to inaction."
patience,3.30,"Chapter 3, Verse 30","Surrendering all your actions unto Me, with your mind focused on the highest self, free from desire and selfishness, fight without any mental fever."
patience,3.35,"Chapter 3, Verse 35","It is better to perform one’s own duty imperfectly than to perform another’s duty perfectly. Even death in the course of one’s own duty is better, for following another’s path is dangerous."
peace,12.12,"Chapter 12, Verse 12","Knowledge is better than mechanical practice, meditation is superior to knowledge, and renouncing the results of actions is greater than meditation. From such renunciation, peace immediately follows."
peace,14.16,"Chapter 14, Verse 16","The result of righteous action is said to be pure and in the mode of goodness. But action done in the mode of passion results in misery, and action performed in the mode of ignorance results in delusi"
peace,14.2,"Chapter 14, Verse 2","By taking refuge in this knowledge, one attains a nature like My own. Thus established, they are not born at the time of creation, nor are they disturbed at the time of dissolution."
peace,18.37,"Chapter 18, Verse 37","That happiness which is like poison in the beginning but like nectar in the end, and which arises from the purification of one’s own intelligence, is said to be in the mode of goodness (Sattvic)."
peace,18.53,"Chapter 18, Verse 53","One who has abandoned false ego, false strength, arrogance, desire, anger, and possessiveness—who is free from the notion of 'mine' and is peaceful—is fit for realizing the Supreme (Brahman)."
peace,18.62,"Chapter 18, Verse 62","Surrender unto Him utterly, O descendant of Bharata. By His grace you will attain supreme peace and the eternal abode."
peace,2.70,"Chapter 2, Verse 70","Just as rivers enter the ever-full and steady ocean without disturbing it, in the same way all desires enter the person who remains steady. Such a person attains peace, not the one who constantly long"
peace,2.71,"Chapter 2, Verse 71","A person who abandons all selfish desires, moves through life free from craving, without possessiveness and without ego, attains peace."
peace,5.12,"Chapter 5, Verse 12","The steadfast person, having abandoned attachment to the fruits of action, attains lasting peace. But the undisciplined person, driven by desire and attached to the results of their action, becomes co"
peace,6.27,"Chapter 6, Verse 27","Supreme happiness comes to the yogi whose mind is peaceful, whose passions are quieted, and who has become pure and established in a state of higher awareness."
peace,9.31,"Chapter 9, Verse 31","He quickly becomes righteous and attains lasting peace. O son of Kunti, declare it boldly that My devotee never perishes."
peace,9.4,"Chapter 9, Verse 4","By Me, in My unmanifested form, this entire universe is pervaded. All living beings rest in Me, but I am not contained within them."
perseverance,12.11,"Chapter 12, Verse 11","If you are unable to act for My sake, then practice renouncing the results of all your actions with self-control."
perseverance,15.11,"Chapter 15, Verse 11","The endeavoring yogis, who are situated in self-realization, can clearly see this truth established within themselves. But those whose minds are unpurified and lack self-awareness cannot see it, even "
perseverance,17.5,"Chapter 17, Verse 5","Those who undergo severe austerities and penances not recommended in the scriptures, out of pride and egotism, who are impelled by lust and attachment..."
perseverance,18.11,"Chapter 18, Verse 11",It is indeed impossible for an embodied being to give up all activities completely. But one who renounces the fruits of action is called a true renouncer.
perseverance,18.34,"Chapter 18, Verse 34","But that determination by which one holds fast to duty, pleasure, and wealth, desiring the fruits of actions out of intense attachment, O Partha, is in the mode of passion (Rajasic)."
perseverance,18.55,"Chapter 18, Verse 55","Only through devotion can one come to know Me in truth—who and what I am. Having known Me in truth, one then enters into My being."
procrastination,14.13,"Chapter 14, Verse 13","O son of Kuru, when the mode of ignorance increases, darkness, inactivity, negligence, and delusion are manifested."
procrastination,14.8,"Chapter 14, Verse 8","O son of Bharata, know that the mode of ignorance, born of darkness, is the delusion of all embodied beings. It binds the soul by negligence, laziness, and excessive sleep."
procrastination,2.47,"Chapter 2, Verse 47","You have the right to perform your actions, but never to the results of those actions. Do not consider yourself the cause of the results of your work, and do not become attached to inaction."
procrastination,3.19,"Chapter 3, Verse 19","Therefore, without attachment, always perform your prescribed duty. For by performing action without attachment, a person attains the Supreme."
procrastination,3.30,"Chapter 3, Verse 30","Surrendering all your actions unto Me, with your mind focused on the highest self, free from desire and selfishness, fight without any mental fever."
procrastination,3.35,"Chapter 3, Verse 35","It is better to perform one’s own duty imperfectly than to perform another’s duty perfectly. Even death in the course of one’s own duty is better, for following another’s path is dangerous."
purpose,18.55,"Chapter 18, Verse 55","Only through devotion can one come to know Me in truth—who and what I am. Having known Me in truth, one then enters into My being."
purpose,18.64,"Chapter 18, Verse 64","Because you are My very dear friend, I am speaking to you My supreme instruction, the most confidential knowledge of all. Hear this from Me, for it is for your benefit."
purpose,18.68,"Chapter 18, Verse 68","For one who explains this supreme secret to the devotees, pure devotional service is guaranteed, and at the end he will come back to Me."
purpose,18.69,"Chapter 18, Verse 69","There is no servant in this world more dear to Me than he, nor will there ever be one more dear."
purpose,18.78,"Chapter 18, Verse 78","Wherever there is Krishna, the master of all mysticism, and wherever there is Arjuna, the supreme archer, there will also certainly be opulence, victory, extraordinary power, and morality. That is my "
purpose,5.29,"Chapter 5, Verse 29","One who understands Me as the ultimate enjoyer of all sacrifices and austerities, the supreme controller of all worlds, and the well-wishing friend of all beings attains peace."
resilience,10.30,"Chapter 10, Verse 30","Among the Daityas I am Prahlada; among those who measure or count I am time. Among animals I am the lion, and among birds I am Garuda."
resilience,13.32,"Chapter 13, Verse 32","Those with the vision of eternity can see that the imperishable soul is transcendental, eternal, and beyond the modes of nature. Despite contact with the material body, O Arjuna, the soul neither acts"
resilience,13.33,"Chapter 13, Verse 33","The sky, due to its subtle nature, although all-pervading, does not mix with anything; similarly, the soul, situated in the body, does not mix with the body."
resilience,13.9,"Chapter 13, Verse 9","Renunciation of the objects of sense gratification, absence of false ego, the perception of the evil of birth, death, old age and disease."
resilience,14.2,"Chapter 14, Verse 2","By taking refuge in this knowledge, one attains a nature like My own. Thus established, they are not born at the time of creation, nor are they disturbed at the time of dissolution."
resilience,16.1,"Chapter 16, Verse 1",The Supreme Lord said: Fearlessness; purification of one's existence; cultivation of spiritual knowledge; charity; self-control; performance of sacrifice; study of the Vedas; austerity; and simplicity
resilience,18.56,"Chapter 18, Verse 56","Though performing all kinds of actions, one who takes shelter in Me reaches the eternal and imperishable state by My grace."
resilience,18.58,"Chapter 18, Verse 58","If you become conscious of Me, you will pass over all the obstacles of life by My grace. If, however, you do not act in such consciousness but act through false ego, not hearing Me, you will be lost."
resilience,18.62,"Chapter 18, Verse 62","Surrender unto Him utterly, O descendant of Bharata. By His grace you will attain supreme peace and the eternal abode."
resilience,18.73,"Chapter 18, Verse 73","Arjuna said: My delusion is destroyed, and I have regained my memory through Your grace, O Infallible One. I am now firm, my doubts are gone, and I shall act according to Your word."
resilience,9.14,"Chapter 9, Verse 14","Always glorifying Me, striving with firm determination, and bowing down before Me, these great souls perpetually worship Me with devotion."
resilience,9.3,"Chapter 9, Verse 3","O conqueror of enemies, persons who lack faith in this path of righteousness do not attain Me. Thus, they return to the continuous cycle of birth and death in this material world."
resilience,9.7,"Chapter 9, Verse 7","O son of Kunti, at the end of the cycle of creation, all beings merge into My material nature. At the beginning of the next cycle, I create them all again."
responsibility,11.33,"Chapter 11, Verse 33","Therefore arise and gain glory. Conquer your enemies and enjoy a prosperous kingdom. These warriors have already been slain by Me. O skilled archer, you are merely an instrument in this process."
responsibility,11.34,"Chapter 11, Verse 34","Drona, Bhishma, Jayadratha, Karna, and many other great warriors have already been slain by Me. Therefore defeat them and do not be disturbed. Fight, and you will conquer your enemies in battle."
responsibility,17.11,"Chapter 17, Verse 11","Of sacrifices, the sacrifice performed according to the directions of scripture, as a matter of duty, by those who desire no reward, is of the nature of goodness."
responsibility,18.6,"Chapter 18, Verse 6","All these activities should be performed without attachment or any expectation of result. They should be performed as a matter of duty, O son of Pritha. That is My final and supreme opinion."
sadness,2.14,"Chapter 2, Verse 14","O son of Kunti, the contact between the senses and their objects gives rise to fleeting perceptions of happiness and distress. These are non-permanent, coming and going like the winter and summer seas"
sadness,2.25,"Chapter 2, Verse 25","It is said that the soul is invisible, inconceivable, and immutable. Knowing this, you should not grieve for the body."
sadness,2.3,"Chapter 2, Verse 3","O Partha, do not give in to this weakness. It does not suit you. Give up this petty faint-heartedness and arise, O conqueror of enemies."
sadness,2.38,"Chapter 2, Verse 38","Treat pleasure and pain, gain and loss, victory and defeat alike. Then engage in battle. By doing so, you will not incur sin."
sadness,2.51,"Chapter 2, Verse 51","The wise, equipped with understanding, abandon attachment to the results of their actions. By doing so, they become free from the bondage of repeated consequences and attain a state beyond suffering."
sadness,5.22,"Chapter 5, Verse 22","The pleasures that arise from contact between the senses and their objects are indeed the sources of misery. They have a beginning and an end, O son of Kunti, and a wise person does not delight in the"
self-awareness,13.1,"Chapter 13, Verse 1","Arjuna said: O Krishna, I wish to understand Prakriti (nature) and Purusha (the enjoyer), as well as the field and the knower of the field, along with knowledge and the object of knowledge."
self-awareness,13.2,"Chapter 13, Verse 2","The Supreme Lord said: This body, O son of Kunti, is called the field (kshetra), and one who knows this body is called the knower of the field (kshetrajna) by those who understand these things."
self-awareness,13.6,"Chapter 13, Verse 6","The five great elements, false ego, intelligence, the unmanifest, the ten senses and the mind, and the five objects of the senses."
